  1. Uppsala (Uppsala)                       	software1-P	13.91
  2. TurkuNLP (Turku)                        	software1-P	11.47
  3. CEA LIST (Paris)                        	software1-P	 4.15
  4. CUNI x-ling (Praha)                     	software1-P	 3.00
