  1. CEA LIST (Paris)                        	software1-P	38.64
  2. Uppsala (Uppsala)                       	software1-P	33.62
  3. TurkuNLP (Turku)                        	software1-P	31.84
  4. CUNI x-ling (Praha)                     	software1-P	26.88
