  1. KParse (İstanbul)                       	software1-P	 5.30
  2. AntNLP (Shanghai)                       	software1-P	 4.78
  3. BASELINE UDPipe 1.2 (Praha)             	software1-P	 4.60
  6. CUNI x-ling (Praha)                     	software1-P	 4.59
