  1. CUNI x-ling (Praha)                     	software1-P	 8.93
  2. Uppsala (Uppsala)                       	software1-P	 8.62
  3. LATTICE (Paris)                         	software1-P	 8.06
  4. BASELINE UDPipe 1.2 (Praha)             	software1-P	 7.62
