  1. IBM NY (Yorktown Heights)               	software1-P	 7.98
  2. ONLP lab (Ra'anana)                     	software3-P	 7.77
  3. CUNI x-ling (Praha)                     	software1-P	 6.92
  4. NLP-Cube (București)                    	software1-P	 5.87
