  1. CUNI x-ling (Praha)                     	software1-P	11.33
  2. LATTICE (Paris)                         	software1-P	10.18
  3. BASELINE UDPipe 1.2 (Praha)             	software1-P	 9.79
  4. UDPipe Future (Praha)                   	software1-P	 9.79
