  1. LATTICE (Paris)                         	software1-P	37.01
  2. UDPipe Future (Praha)                   	software1-P	36.42
  3. HIT-SCIR (Harbin)                       	software1-P	33.90
  4. CUNI x-ling (Praha)                     	software1-P	30.06
