  1. TurkuNLP (Turku)                        	software1-P	20.70
  2. CEA LIST (Paris)                        	software1-P	15.46
  3. Uppsala (Uppsala)                       	software1-P	13.33
  4. CUNI x-ling (Praha)                     	software1-P	11.39
