  1. CUNI x-ling (Praha)                     	software1-P	13.70
  2. TurkuNLP (Turku)                        	software1-P	 6.87
  3. Uppsala (Uppsala)                       	software1-P	 4.86
  4. SLT-Interactions (Bengaluru)            	software2-P	 0.77
