  1. AntNLP (Shanghai)                       	software1-P	 6.65
  2. IBM NY (Yorktown Heights)               	software1-P	 6.58
  3. LATTICE (Paris)                         	software1-P	 5.71
  4. CUNI x-ling (Praha)                     	software1-P	 5.62
