  1. CUNI x-ling (Praha)                     	software1-P	30.07
  2. HIT-SCIR (Harbin)                       	software1-P	24.48
  3. Stanford (Stanford)                     	software2	23.26
  4. Uppsala (Uppsala)                       	software1-P	20.44
