  1. CUNI x-ling (Praha)                     	software1-P	10.77
  2. Uppsala (Uppsala)                       	software1-P	 3.51
  3. TurkuNLP (Turku)                        	software1-P	 3.14
  4. HIT-SCIR (Harbin)                       	software1-P	 0.57
