  1. CUNI x-ling (Praha)                     	software1-P	13.36
  2. NLP-Cube (București)                    	software1-P	10.44
  3. LATTICE (Paris)                         	software1-P	 9.87
  4. ONLP lab (Ra'anana)                     	software3-P	 8.42
