  1. LATTICE (Paris)                         	software1-P	13.66
  2. TurkuNLP (Turku)                        	software1-P	12.80
  3. CUNI x-ling (Praha)                     	software1-P	12.63
  4. HIT-SCIR (Harbin)                       	software1-P	12.09
