  1. AntNLP (Shanghai)                       	software1-P	19.53
  2. IBM NY (Yorktown Heights)               	software1-P	19.22
  3. Uppsala (Uppsala)                       	software1-P	17.96
  4. LATTICE (Paris)                         	software1-P	17.16
  5. CUNI x-ling (Praha)                     	software1-P	17.10
