  1. CUNI x-ling (Praha)                     	software1-P	19.04
  2. LATTICE (Paris)                         	software1-P	18.30
  3. NLP-Cube (București)                    	software1-P	17.36
  4. TurkuNLP (Turku)                        	software1-P	15.32
