  1. Uppsala (Uppsala)                       	software1-P	31.93
  2. CUNI x-ling (Praha)                     	software1-P	26.31
  3. BASELINE UDPipe 1.2 (Praha)             	software1-P	24.21
  4. UDPipe Future (Praha)                   	software1-P	24.21
