  1. SLT-Interactions (Bengaluru)            	software2-P	46.42
  2. LATTICE (Paris)                         	software1-P	43.83
  3. IBM NY (Yorktown Heights)               	software1-P	42.33
  4. HIT-SCIR (Harbin)                       	software1-P	37.68
  5. CUNI x-ling (Praha)                     	software1-P	33.42
