  1. CUNI x-ling (Praha)                     	software1-P	 6.29
  2. Uppsala (Uppsala)                       	software1-P	 2.22
  3. TurkuNLP (Turku)                        	software1-P	 1.66
  4. HIT-SCIR (Harbin)                       	software1-P	 0.20
