  1. CUNI x-ling (Praha)                     	software1-P	26.04
  2. Stanford (Stanford)                     	software2	22.94
  3. HIT-SCIR (Harbin)                       	software1-P	22.75
  4. Uppsala (Uppsala)                       	software1-P	19.79
