  1. LATTICE (Paris)                         	software1-P	 9.09
  2. CUNI x-ling (Praha)                     	software1-P	 8.49
  3. NLP-Cube (București)                    	software1-P	 8.13
  4. IBM NY (Yorktown Heights)               	software1-P	 7.94
