  1. CUNI x-ling (Praha)                     	software1-P	 1.07
  2. CEA LIST (Paris)                        	software1-P	 0.80
  3. UDPipe Future (Praha)                   	software1-P	 0.74
  4. Uppsala (Uppsala)                       	software1-P	 0.70
