  1. AntNLP (Shanghai)                       	software1-P	 2.98
  2. CUNI x-ling (Praha)                     	software1-P	 2.53
  3. LATTICE (Paris)                         	software1-P	 2.18
  4. BASELINE UDPipe 1.2 (Praha)             	software1-P	 2.09
